:START_ID,:TYPE,:END_ID,reference_uri,reference_supporting_text,reference_date,property_label,property_description:IGNORE,property_uri
HGNC:5270,RO:0002434,HGNC:11571,https://www.ncbi.nlm.nih.gov/pubmed/28531192,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:16716,RO:0002200,HP:0002119,"http://purl.obolibrary.org/obo/MONDO_0060622|https://www.ncbi.nlm.nih.gov/pubmed/29100085,28327206",This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
HGNC:11998,RO:0002434,HGNC:938,"https://www.ncbi.nlm.nih.gov/pubmed/27807478,25144556,23443559",This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:5241,RO:0002434,HGNC:8554,"https://www.ncbi.nlm.nih.gov/pubmed/26344197,27684187",This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:6628,RO:0002434,HGNC:20766,https://www.ncbi.nlm.nih.gov/pubmed/27453043,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
FlyBase:FBgn0027655,RO:HOM0000020,MGI:96067,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
HGNC:8510,RO:0002434,HGNC:19200,https://www.ncbi.nlm.nih.gov/pubmed/32296183,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
MONDO:0054573,RO:0002200,HP:0008936,http://purl.obolibrary.org/obo/MONDO_0054573,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
HGNC:4272,RO:0002434,HGNC:9552,https://www.ncbi.nlm.nih.gov/pubmed/28514442,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:5233,RO:0002434,HGNC:8554,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11343,RO:0002434,HGNC:5241,"https://www.ncbi.nlm.nih.gov/pubmed/25864199,11093761,11687574,25036637,27708256",This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:6047,RO:0002434,HGNC:16716,https://www.ncbi.nlm.nih.gov/pubmed/32877691,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:391,RO:0002434,HGNC:5960,"https://www.ncbi.nlm.nih.gov/pubmed/15856005,22689577,25241761",This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:115,BFO:0000050,GO:0005654,http://purl.obolibrary.org/obo/go/references/0000052,This edge comes from the Monarch Knowledge Graph 2019.,NA,is part of,NA,http://purl.obolibrary.org/obo/BFO_0000050
HGNC:12666,RO:0002200,HP:0001288,http://purl.obolibrary.org/obo/MONDO_0018005|http://purl.obolibrary.org/obo/MONDO_0008178,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
MONDO:0054573,RO:0002200,HP:0001257,http://purl.obolibrary.org/obo/MONDO_0054573,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
HGNC:4851,RO:0002200,HP:0001824,"http://purl.obolibrary.org/obo/MONDO_0016621|http://purl.obolibrary.org/obo/MONDO_0007739|https://www.ncbi.nlm.nih.gov/pubmed/8401587,20154343,8755937",This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
HGNC:28515,BFO:0000050,GO:0005737,http://purl.obolibrary.org/obo/go/references/0000044,This edge comes from the Monarch Knowledge Graph 2019.,NA,is part of,NA,http://purl.obolibrary.org/obo/BFO_0000050
HGNC:5258,RO:0002327,GO:0042802,"https://www.ncbi.nlm.nih.gov/pubmed/22939624,30382094,21183720",This edge comes from the Monarch Knowledge Graph 2019.,NA,enables,NA,http://purl.obolibrary.org/obo/RO_0002327
HGNC:5961,RO:0002434,HGNC:11280,"https://www.ncbi.nlm.nih.gov/pubmed/24270048,16874300,29255244",This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:12666,RO:0002200,HP:0000716,http://purl.obolibrary.org/obo/MONDO_0018006|http://purl.obolibrary.org/obo/MONDO_0017161|http://purl.obolibrary.org/obo/MONDO_0004976,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
HGNC:20738,RO:0002434,HGNC:620,https://www.ncbi.nlm.nih.gov/pubmed/20237263,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:9069,RO:0002434,HGNC:11834,https://www.ncbi.nlm.nih.gov/pubmed/28514442,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:14339,RO:0002434,HGNC:7879,https://www.ncbi.nlm.nih.gov/pubmed/31091453,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:12036,BFO:0000050,GO:0005737,"https://www.ncbi.nlm.nih.gov/pubmed/18093978,16378096",This edge comes from the Monarch Knowledge Graph 2019.,NA,is part of,NA,http://purl.obolibrary.org/obo/BFO_0000050
HGNC:5258,RO:0002434,HGNC:2711,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:620,RO:0002434,HGNC:20778,https://www.ncbi.nlm.nih.gov/pubmed/21832049,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:20766,RO:0002327,GO:0042802,"https://www.ncbi.nlm.nih.gov/pubmed/29568061,30274285",This edge comes from the Monarch Knowledge Graph 2019.,NA,enables,NA,http://purl.obolibrary.org/obo/RO_0002327
HGNC:4851,RO:0002200,HP:0002136,http://purl.obolibrary.org/obo/MONDO_0016621,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
HGNC:4812,RO:0002434,HGNC:4897,"https://www.ncbi.nlm.nih.gov/pubmed/32296183,12021262",This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
ZFIN:ZDB-GENE-990415-131,RO:0002200,ZP:0004643,https://www.ncbi.nlm.nih.gov/pubmed/19797250,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
HGNC:14353,RO:0002434,HGNC:10857,https://www.ncbi.nlm.nih.gov/pubmed/25416956,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
MGI:6294294,RO:0002200,HP:0001824,https://www.ncbi.nlm.nih.gov/pubmed/15190011,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
HGNC:3942,RO:0002434,HGNC:14339,https://www.ncbi.nlm.nih.gov/pubmed/31091453,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:2514,RO:0002434,HGNC:16889,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:1033,RO:0002434,HGNC:2345,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:4593,RO:0002434,HGNC:2903,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:5241,RO:0002434,HGNC:11179,"https://www.ncbi.nlm.nih.gov/pubmed/28215707,15358145",This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:16064,RO:0002434,HGNC:620,https://www.ncbi.nlm.nih.gov/pubmed/21832049,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:8570,RO:0002434,HGNC:561,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:4851,RO:0002331,GO:0007030,https://www.ncbi.nlm.nih.gov/pubmed/20515468,This edge comes from the Monarch Knowledge Graph 2019.,NA,involved_in,NA,http://purl.obolibrary.org/obo/RO_0002331
HGNC:13890,RO:0002434,HGNC:11998,"https://www.ncbi.nlm.nih.gov/pubmed/21474069,18559494",This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11205,RO:0002434,HGNC:11998,"https://www.ncbi.nlm.nih.gov/pubmed/8463313,15574328,15674334,21325822,20570896,9685344,19846904,11384995,9492043,18765668,16740634,28000777,15790310,23650532,15710382,12665570",This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:3594,RO:0002434,HGNC:7993,https://www.ncbi.nlm.nih.gov/pubmed/32694731,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:12612,RO:0002434,HGNC:9565,"https://www.ncbi.nlm.nih.gov/pubmed/26344197,29581427,30425250,31740976,22939629,19615732",This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
ZFIN:ZDB-GENE-990415-131,RO:HOM0000020,ENSEMBL:ENSCAFG00000014682,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
HGNC:4851,RO:0002434,HGNC:5233,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
MGI:96067,RO:0002200,MP:0010053,https://www.ncbi.nlm.nih.gov/pubmed/28927719,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
HGNC:4851,RO:0002206,UBERON:0000966,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,expressed in,NA,http://purl.obolibrary.org/obo/RO_0002206
HGNC:9871,RO:0002434,HGNC:5241,https://www.ncbi.nlm.nih.gov/pubmed/31980649,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:3263,RO:0002327,GO:0005515,"https://www.ncbi.nlm.nih.gov/pubmed/23085987,28877994,19801630,24550003,20671708,26496610,23409027,19955415,21840310,17507929,16756390,24043833,19716330,20616046,23622242,24981741,17531811,23661684,14749716,16289642,28683311,17891150,24726324,21525958,19820710,25446899,23125361,19383768,19324964,19167051,23090477,18178619,21858095,16424907,26009488,19838187,32814053,22915799,15766526,23636329,22366686,27157137,25697406,25336585,16699599,23361462,17400507,29395067,24862572,23741051,17932509,28546213,22484317,21981923,21903422",This edge comes from the Monarch Knowledge Graph 2019.,NA,enables,NA,http://purl.obolibrary.org/obo/RO_0002327
HGNC:19426,RO:0002434,HGNC:620,https://www.ncbi.nlm.nih.gov/pubmed/21832049,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:12509,RO:0002434,HGNC:12666,"https://www.ncbi.nlm.nih.gov/pubmed/29540532,30442662",This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
ZFIN:ZDB-GENE-990415-131,RO:0002200,ZP:0008733,https://www.ncbi.nlm.nih.gov/pubmed/22466506,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
HGNC:12666,RO:0002434,HGNC:163,https://www.ncbi.nlm.nih.gov/pubmed/23383273,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:4897,RO:0002434,HGNC:12508,"https://www.ncbi.nlm.nih.gov/pubmed/16159959,16189514",This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
MGI:1261831,BFO:0000050,GO:0099523,http://www.informatics.jax.org/accession/MGI:4417868|http://purl.obolibrary.org/obo/go/references/0000096,This edge comes from the Monarch Knowledge Graph 2019.,NA,is part of,NA,http://purl.obolibrary.org/obo/BFO_0000050
HGNC:14353,RO:0002206,UBERON:0014892,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,expressed in,NA,http://purl.obolibrary.org/obo/RO_0002206
HGNC:9113,RO:0002434,HGNC:10067,"https://www.ncbi.nlm.nih.gov/pubmed/18708055,21252943,22388745,23028697,19380586,24637324,18408734,15707587,29180619,24907272",This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:1033,RO:0002434,HGNC:4851,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11537,RO:0002434,HGNC:9154,https://www.ncbi.nlm.nih.gov/pubmed/30994454,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:20738,RO:0002434,HGNC:3594,https://www.ncbi.nlm.nih.gov/pubmed/32694731,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:3208,BFO:0000050,GO:0005737,"https://www.ncbi.nlm.nih.gov/pubmed/8743958,12426392",This edge comes from the Monarch Knowledge Graph 2019.,NA,is part of,NA,http://purl.obolibrary.org/obo/BFO_0000050
HGNC:16463,RO:0002206,UBERON:0014892,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,expressed in,NA,http://purl.obolibrary.org/obo/RO_0002206
HGNC:5258,RO:0002434,HGNC:11998,https://www.ncbi.nlm.nih.gov/pubmed/23443559,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
ENSEMBL:ENSSSCG00000008697,BFO:0000050,GO:0099523,http://purl.obolibrary.org/obo/go/references/0000107,This edge comes from the Monarch Knowledge Graph 2019.,NA,is part of,NA,http://purl.obolibrary.org/obo/BFO_0000050
MONDO:0007739,RO:0002200,HP:0040140,http://purl.obolibrary.org/obo/MONDO_0007739,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
ZFIN:ZDB-GENE-990415-131,RO:HOM0000020,dictyBase:DDB_G0272344,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
HGNC:4914,RO:0002434,HGNC:13890,"https://www.ncbi.nlm.nih.gov/pubmed/30017913,22496338",This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:24500,RO:0002434,HGNC:2494,https://www.ncbi.nlm.nih.gov/pubmed/29507755,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:16031,RO:0002434,HGNC:31326,https://www.ncbi.nlm.nih.gov/pubmed/27545878,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:7106,BFO:0000050,GO:0005829,http://reactome.org/content/detail/R-HSA-5688837|http://reactome.org/content/detail/R-HSA-5689085|http://reactome.org/content/detail/R-HSA-5688797|https://www.ncbi.nlm.nih.gov/pubmed/24548080,This edge comes from the Monarch Knowledge Graph 2019.,NA,is part of,NA,http://purl.obolibrary.org/obo/BFO_0000050
HGNC:3236,RO:0002434,HGNC:30292,https://www.ncbi.nlm.nih.gov/pubmed/28065597,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:4055,RO:0002434,HGNC:12612,"https://www.ncbi.nlm.nih.gov/pubmed/30425250,31740976,30585729",This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:4851,RO:0002434,HGNC:2092,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:5961,BFO:0000050,GO:0005654,http://reactome.org/content/detail/R-HSA-4755411,This edge comes from the Monarch Knowledge Graph 2019.,NA,is part of,NA,http://purl.obolibrary.org/obo/BFO_0000050
HGNC:11998,RO:0002434,HGNC:23393,"https://www.ncbi.nlm.nih.gov/pubmed/15186775,29653964",This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:19200,BFO:0000050,GO:0005654,http://reactome.org/content/detail/R-HSA-452701,This edge comes from the Monarch Knowledge Graph 2019.,NA,is part of,NA,http://purl.obolibrary.org/obo/BFO_0000050
HGNC:2903,BFO:0000050,GO:0005783,http://purl.obolibrary.org/obo/go/references/0000024,This edge comes from the Monarch Knowledge Graph 2019.,NA,is part of,NA,http://purl.obolibrary.org/obo/BFO_0000050
HGNC:24500,RO:0002434,HGNC:17822,https://www.ncbi.nlm.nih.gov/pubmed/29507755,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:2514,RO:0002434,HGNC:10474,"https://www.ncbi.nlm.nih.gov/pubmed/16510875,16510874,18087039,27684187,9843967",This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:10560,RO:0002434,HGNC:10857,https://www.ncbi.nlm.nih.gov/pubmed/21078624,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:4851,RO:0002200,HP:0001251,http://purl.obolibrary.org/obo/MONDO_0016621,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
HGNC:938,RO:0002434,HGNC:11998,"https://www.ncbi.nlm.nih.gov/pubmed/27807478,25144556,23443559",This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:7739,RO:0002206,UBERON:0004993,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,expressed in,NA,http://purl.obolibrary.org/obo/RO_0002206
HGNC:3293,RO:0002434,HGNC:5985,https://www.ncbi.nlm.nih.gov/pubmed/28514442,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:8554,RO:0002434,HGNC:9207,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:3594,RO:0002434,HGNC:9323,https://www.ncbi.nlm.nih.gov/pubmed/27684187,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:10062,RO:0002327,GO:0005515,"https://www.ncbi.nlm.nih.gov/pubmed/23275563,25416956,32296183,19037095,16307923,17500595,19214193,21329877,25640309,19410543,32814053,31515488",This edge comes from the Monarch Knowledge Graph 2019.,NA,enables,NA,http://purl.obolibrary.org/obo/RO_0002327
HGNC:7106,RO:0002434,HGNC:20738,https://www.ncbi.nlm.nih.gov/pubmed/24068323,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:5233,RO:0002434,HGNC:16889,https://www.ncbi.nlm.nih.gov/pubmed/30745168,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:2239,RO:0002434,HGNC:12666,https://www.ncbi.nlm.nih.gov/pubmed/23383273,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:12036,RO:0002434,HGNC:15864,https://www.ncbi.nlm.nih.gov/pubmed/17449468,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:115,RO:0002434,HGNC:620,https://www.ncbi.nlm.nih.gov/pubmed/21832049,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:18039,RO:0002200,HP:0001263,http://purl.obolibrary.org/obo/MONDO_0020850,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
HGNC:12520,RO:0002434,HGNC:9559,https://www.ncbi.nlm.nih.gov/pubmed/21571647,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:9281,RO:0002434,HGNC:1918,https://www.ncbi.nlm.nih.gov/pubmed/28977666,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:10697,RO:0002434,HGNC:11998,https://www.ncbi.nlm.nih.gov/pubmed/29653964,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:13919,RO:0003304,EFO:0009589,https://www.ncbi.nlm.nih.gov/pubmed/29500382,This edge comes from the Monarch Knowledge Graph 2019.,NA,contributes to condition,NA,http://purl.obolibrary.org/obo/RO_0003304
HGNC:20234,RO:0002327,GO:0005515,"https://www.ncbi.nlm.nih.gov/pubmed/25416956,16336193,29892012,10993894",This edge comes from the Monarch Knowledge Graph 2019.,NA,enables,NA,http://purl.obolibrary.org/obo/RO_0002327
HGNC:4851,RO:0002434,HGNC:5246,https://www.ncbi.nlm.nih.gov/pubmed/25959826,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:9565,RO:0002434,HGNC:12468,"https://www.ncbi.nlm.nih.gov/pubmed/28190767,16196087",This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:938,RO:0002434,HGNC:391,https://www.ncbi.nlm.nih.gov/pubmed/31980649,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:562,RO:0002327,GO:0005515,"https://www.ncbi.nlm.nih.gov/pubmed/15598649,16902404,32296183,22262466,23676497,22323290",This edge comes from the Monarch Knowledge Graph 2019.,NA,enables,NA,http://purl.obolibrary.org/obo/RO_0002327
HGNC:24882,RO:0003304,EFO:0004308,https://www.ncbi.nlm.nih.gov/pubmed/31217584,This edge comes from the Monarch Knowledge Graph 2019.,NA,contributes to condition,NA,http://purl.obolibrary.org/obo/RO_0003304
HGNC:11179,RO:0002434,HGNC:23024,"https://www.ncbi.nlm.nih.gov/pubmed/24691167,20595380",This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11343,RO:0002434,HGNC:4851,https://www.ncbi.nlm.nih.gov/pubmed/25959826,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
MGI:96067,BFO:0000050,GO:0005829,http://www.informatics.jax.org/accession/MGI:4417868|http://purl.obolibrary.org/obo/go/references/0000096|http://www.informatics.jax.org/accession/MGI:4834177,This edge comes from the Monarch Knowledge Graph 2019.,NA,is part of,NA,http://purl.obolibrary.org/obo/BFO_0000050
MGI:5564936,None,HGNC:4851,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,None,NA,None
HGNC:26407,RO:0002434,HGNC:31326,"https://www.ncbi.nlm.nih.gov/pubmed/26344197,29395067",This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:12666,RO:0002325,HGNC:19426,https://www.ncbi.nlm.nih.gov/pubmed/26344197,This edge comes from the Monarch Knowledge Graph 2019.,NA,colocalizes with,NA,http://purl.obolibrary.org/obo/RO_0002325
HGNC:12468,RO:0002434,HGNC:26407,https://www.ncbi.nlm.nih.gov/pubmed/16196087,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
MGI:96067,RO:0002200,MP:0006386,https://www.ncbi.nlm.nih.gov/pubmed/11160912,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
HGNC:4851,RO:0002434,HGNC:10857,https://www.ncbi.nlm.nih.gov/pubmed/16492755,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:563,RO:0002434,HGNC:6838,https://www.ncbi.nlm.nih.gov/pubmed/24067654,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:4141,RO:0002325,HGNC:2494,https://www.ncbi.nlm.nih.gov/pubmed/26344197,This edge comes from the Monarch Knowledge Graph 2019.,NA,colocalizes with,NA,http://purl.obolibrary.org/obo/RO_0002325
HGNC:7106,RO:0002434,HGNC:4812,"https://www.ncbi.nlm.nih.gov/pubmed/21386698,30994454",This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:7095,RO:0002206,UBERON:0014892,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,expressed in,NA,http://purl.obolibrary.org/obo/RO_0002206
HGNC:6877,RO:0002434,HGNC:5253,https://www.ncbi.nlm.nih.gov/pubmed/31980649,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:9113,RO:0002434,HGNC:3942,https://www.ncbi.nlm.nih.gov/pubmed/16915281,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:6801,RO:0002434,HGNC:9554,https://www.ncbi.nlm.nih.gov/pubmed/31267705,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:3263,RO:0002434,HGNC:5253,"https://www.ncbi.nlm.nih.gov/pubmed/19716330,25681748,16357216",This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:5960,RO:0002434,HGNC:16031,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:20766,BFO:0000050,GO:0005737,https://www.ncbi.nlm.nih.gov/pubmed/21873635,This edge comes from the Monarch Knowledge Graph 2019.,NA,is part of,NA,http://purl.obolibrary.org/obo/BFO_0000050
